comment,label,
A?o dê? th??ng a?.,POS,
Áo r?t ??p.,POS,
"Mình liên h? thì shop nói giao nh?m, mình ??n shop ??i hàng m?i bi?t ?ã h?t màu mình ??t...",NEG,
Chúc shop buôn may bán ??t.,POS,
Hàng may quá kém.,NEG,
Shop ph?c v? r?t t?t.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Ch?t l??ng s?n ph?m r?t kém R?t không ?áng ti?n R?t không ?áng ti?n rách 1 l?.,POS,
Size xl mà ng?n quá.,NEU,
"Ch?t l??ng s?n ph?m tuy?t v?i, ?óng gói s?n ph?m r?t ??p và ch?c ch?n, R?t ?áng ti?n.",POS,
Mình ??t sz L nh?ng r?ng thùng thình.,NEU,
Áo ??p!,POS,
??t màu h?ng shop giao màu khác nh?ng s?n ph?m ok nè.,POS,
"Ch?t l??ng tuy?t v?i, ?óng gói ch?c ch?n.",POS,
??p!!!,POS,
#NAME?,NEU,
"Shop t? v?n nhi?t tình, d? th??ng, ?óng gói s?n ph?m ??p.",POS,
"??t size M shop giao size l?n h?n, m?c h?i r?ng!",POS,
Duong may ko ?e?p .,NEG,
Shop nhi?t tình.,POS,
Áo ?epn l?m.,POS,
Dc t?ng thêm 1 ??ng dây.,POS,
V?i x?u quá k t?t.,NEG,
?óng gói s?n ph?m r?t ??p và ch?c ch?n .,POS,
Áo ??p v?i t?t.... khuy?t ?i?m duy nh?t là may tay áo 2 bên HK ??u.,POS,
Áo ??p nè b?n.,POS,
E ch?a k?p dùng son.,POS,
"??t màu tr?ng shop giao màu xanh,1 s? nh?m l?n ,mình c?n áo tr?ng ?i làm??????",NEG,
"Mùi r?t à th?m, r?a xog r?t s?ch.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n^^.,POS,
"Shop ph?c v? t?t, Ch?t l??ng s?n ph?m phù h?p v?i m?c giá ti?n, Th?i gian giao hàng nhanh.",POS,
Giày ??p l?m ? Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Thích l?m ?.,POS,
Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m t?m ???c Giá c? ch?p nh?n ???c.,POS,
"Áo r?t ??p, màu r?t thích, tuy?t v?i.",POS,
"Ch?t áo dày , m?m m?n.",POS,
"Ch?t t?t, shop giao hàng nhanh, ?óng gói c?n th?n, k b? b?p hàng.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i tuy?t v?i mình r?t hài lòng.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Nh?t ??nh ?ng h? shop ti?p <3.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i, ?ng ý vs giá c? quá ok.",POS,
T? s? quay l?i mua ti?p.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n R?t ?áng ti?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i....??m ??p r?t ?ng ý s? ti?p t?c ?ng h? shop.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Hàng ??p ch?t l??ng.,POS,
Áo có nâng ng?c.,POS,
Làm ?n k chu ?áo v?i khách hàng. k nghiêm túc.,NEG,
ko gi?ng trong hình cho l?m.,POS,
Nhìn chung v?i m?c giá nh? v?y thì ch?p nh?n ???c.,POS,
chân váy h?i m?ng.,POS,
Trog khi mình cao có 1m58.,NEU,
Giá h?i cao.,NEU,
Ch?t v?i t?t.,POS,
Ti?n nào c?a ?ó.,POS,
Shop co? thê? ?ô?i cho mi?nh 1 ca?i size XL lâ?y size L ?c không?,NEU,
Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.... áo dep nh?ng v?i hoi mong mot tý nh?ng vua voi gia tien roi.,NEU,
Y nh? hình ngoài còn ??p h?n nhé m.n.,POS,
Gi?y càng không gây chói m?t.,POS,
Ch?t c?ng ???c.,POS,
Shop ph?c v? r?tt?t.,POS,
Yêu th??ng ??.,POS,
Tuy h?i r?ng chút nh?ng cho 9 ?i?m.,POS,
Ch?t h?p lý vs giá ti?n.,POS,
sp ??p nh? hình.,POS,
Sp t??ng ??i ?n màu ??p.,POS,
"Áo m?ng qa, m?c k ?n tí bài.",NEU,
Shop giao không ?úng hàng.,NEU,
Shop giao hàng b? v? do v?n chuy?n nh?ng ?ã ??ng ý ??i tr? cho mình.,POS,
Ch?t l??ng s?n ph?m t?t nh?ng th?i gian ch?t hàng r?t ch?m ph?i ch? r?t lâu ??.,POS,
"Bánh ngon, th?m, giao hàng date m?i c?ng.",POS,
Mà ch?c mình to nên m?c h?i x?u hihi.,POS,
Sd ?ã r?i báo k?t qu? nha.,NEU,
R?t hài lòng.,POS,
H?p v?i giá.,POS,
V?i ch?t li?u dày.,POS,
"Ch?t l??ng s?n ph?m r?t kém, nh? hàng nhái. b?m bên trong vón c?c , m?ng . m?i ng ??ng mua cho con nhé !",NEG,
R?t ?áng ti?n.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t R?t ?áng ti?n R?t ?áng ti?n.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i, Th?i gian giao hàng r?t nhanh, Shop ph?c v? r?t t?t, R?t ?áng ti?n..",POS,
"Áo s?c ?en: Ch?t thun ok, có ?i?u s?c cam th?c t? sáng h?n trong hình.",POS,
"Áo h?i m?ng nh?ng m?c ??p, dây c?a áo hoàn thi?n ko ?c t?t cho l?m, mong shop kh?c ph?c.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
S?n ph?m kém ch?t l??ng .ko ?áng ti?n.,POS,
"??t ?? ?ô thì giao h?ng choé, ??t dài tay thì giao c?c tay.",NEG,
Th?i gian giao hàng nhanh ?óng gói s?n ph?m ch?c ch?n Shop ph?c v? khá t?t.,POS,
H? 1 bên tai.,NEG,
C?m ?n shop nh ? ???????.,POS,
"Áo v?i t?m ???c, m?c nóng.",NEU,
Áo gi?ng v?i hình shop ??ng tuy nhiên ch?t v?i h?i nóng.,POS,
"Ch?a s? d?ng nên ch?a ?ánh giá v? ch?t l??ng ???c nh?ng khi nh?n hàng thì bao bì ok, ch?t l??ng ?ánh giá sau.",NEU,
"Ch?t v?i áo ??p, m?u y hình, s?n ph?m r?t ok ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n R?t ?áng ti?n.",POS,
Sp h?i c?ng.,NEU,
Ch?t l??ng phù h?p giá.,NEU,
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n R?t ?áng ti?n.r?t ok nh?ng ti?c là mình 52kg k m?c ?c size M.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
Áo m?c r?t mát.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
chu?n men.,POS,
"Ch?t th?m hút t?t, màu k ??p l?m.",POS,
"Ch?t l??ng s?n ph?m r?t kém, tôi ?ã làm theo h??ng d?n tr? hàng và bên shop nói v?i tôi nh? th? s? gây khó kh?n khi giao nh?n c?a shop nên b?m h?y tr? hàng và g?i hàng l?i ??a ch? n?i g?i kèm thu h? COD cho nhanh. k?t qu? là bên shop không nh?n l?i hàng và bên shopee không th? quy?t vì quá th?i gian.",POS,
Ship Nhanh vs L?i Gói Hàng C?n Th?n L?m.,POS,
? Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i oke l?m.,POS,
C?.,NEU,
So v?i giá thì ch?t l??ng sp quá t?t!,POS,
"ch?a bao gi? mình th?y ng bán g?i hàng nhanh nh? v?y, ch? sau 2p mình t?o ??n hàng, qu?t th?, ?ã th?y hàng ?c ?óng gói và g?i ?i r?i :))) (19h34 t?o ??n hàng, 19h36 hàng ?ã giao cho giao hàng nhanh ??).",POS,
Sp t?t so vs giá thành.,NEG,
Giao hàng c?c nhanh luôn.,POS,
"Áo ??p ngoài mong ??i, ch?t v?i ??p, co dãn t?t.",POS,
"Shop giao hàng nhanh, t? v?n nhi?t tình.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh có chút nh?m hàng c?n chú ý h?n.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i quá ??p.,POS,
Mình báo shop l?y size S shop l?i chuy?n h?t size M.,NEU,
size M dành cho d??i 50 kg mà mình 47 kg m?c r?ng quá.Ch?t v?i m?m mùa hè m?c thoáng.,POS,
Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m t?m ???c Shop ph?c v? t?m ???c Giá c? ch?p nh?n ???c Giá c? ch?p nh?n ???c Th?i gian giao hàng t?m ???c.,POS,
"hàng kém , không gi?ng hình.",NEG,
Hàng ??p nh? hình..,POS,
"Áo v?i ??p, màu ??p, co dãn t?t.",POS,
Th?i gian giao hàng r?t nhanh.,POS,
Qu?n và áo gói trong túi zip riêng khá ch?t l??ng.,NEG,
Ha?ng ?e?p ?ng y?.,POS,
Shop ph?c v? r?t t?t.,POS,
R?t ?áng ti?n nhung thoi gian shop gui hang cham.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Nh?ng h?i dài.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh, s?n ph?m r?t ??p , ch?t l??ng r?t ok.L?N SAU MK S? MUA TI?P. ???.",POS,
"??m ??p. form chu?n y hình . n?u ai còn ?ang ??n ?o. xin ??ng ng?n ng?i, R?t ?áng ti?n Shop ph?c v? r?t t?t.",POS,
R?t không ?áng ti?n ?óng gói s?n ph?m r?t kém Ch?t l??ng s?n ph?m r?t kém.,NEG,
S? ?ng h? shop n?a.,POS,
A?o lên da?ng râ?t ?e?p.,POS,
"Ch?t ??p, màu y hình, xinh x?n .",POS,
L?n sau ?ng h? ti?p dài dài.,POS,
"Chán chà bu?n m?c , ch? bu?n ??i vì l? gi?t r?i.",NEU,
Áo lót gi?ng hình Th?i gian giao hàng r?t nhanh.,POS,
"V?i ??p, có ?i?u giao áo b? m?t nút cài r?i.",POS,
Phân phát cho không h? b?o không dùng lo?i này.,NEU,
"H?p b? h?, ?óng gói không ch?t l??ng bù l?i hình r?t ??p.",POS,
Còn vans thì bình th??ng mình ?i 36 ho?c 37 ??u ok nh?ng nay l?y 36 thì r?ng quá @@.,NEU,
"m?m m?m c?ng l?m ?, Shop giao h?n lâu thui??.",POS,
"s?n ph?m t?t, tuy dây kéo h?i d? chút nh?ng ti?n nào c?a n?y v?i giá 99k thì quá ok.",POS,
Shop ph?c v? r?t t?t.,POS,
Moi nhân ma giày da b? b?ng kéo ? m?i giày.vien giày có dãn keo nham nho m?y ch?.dung là hàng gi?m giá.,NEG,
màu này là màu h?ng à?,NEG,
Hàng c?a mk b? v? mk g?i cho ai shop ?i.,NEU,
"Lau thì s?ch, mà ch?y h?i l?n x?n, ch?c ch?a quen.",NEU,
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,
Giá h?p lý.,POS,
"váy ??p, ch?t m?c d? ch?u.",POS,
H?p hình thì c?a ng??i ta là 60 t?m h?p này có 30 t?m à.,NEU,
V?i ??p ????.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i; dày d?n; m?n; s? ?ng h? shop dài.,POS,
Shop có th? ??i áo cho mình ko?,NEU,
Ch?t v?i m?n ??p.,POS,
Qu?n có dãm.,POS,
Nên mua size l?n h?n d? tính tí.,POS,
V? khen là ???c :3,POS,
"Ch?t l???ng t?m ???c , ???ng may kg s?c s?o,.",NEG,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh????.,POS,
"áo ??p, h?p vs giá ti?n.",POS,
Ch?t áo c?c h?n luôn và dáng ch?t l? luôn!,POS,
"Áo ??p, ?óng gói ??p.",POS,
Tks shop.,POS,
Áo in sai chính t? ???????? Ch?t l??ng s?n ph?m t?m ???c.,POS,
Hàng ??p ?úng m?u.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
áo m?c r?t v?a ng??i ko r?ng c?ng ko ch?t.,POS,
??t 4 món m?i giao 3 món.,NEG,
Ch?a ?n bao jo ch? nghe b?o m? b?u ?n t?t cho thai nên mua.,POS,
Quan ?e?p.,POS,
Áo s? vin lên xinh l?m shop ?.,POS,
Không ??p ????.,NEU,
Ch?t l??ng s?n ph?m t?t.,POS,
Shop ph?c v? r?t t?t.,NEU,
quà t?t c?a shop ^^,POS,
Nem ?am ?a xi nua la ok nhung thieu n?m.,NEU,
Không ra màu.,NEU,
?ây là l?n ??u và c?ng là l?n cu?i mình s? d?ng s?n ph?m c?a shop này!,NEG,
S? ?ng h? shop trong th?i gian t?i.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Mình th?t s? r?t hài lòng.,POS,
Chân váy xinh l?m.,POS,
R?t ?áng ti?n ti?c là m?c ko r?ng rãi nh? mong mu?n.,POS,
Ch?t v?i k ?c ??p l?m.,NEG,
Áo quá bé và ng?n so v?i hình ?nh.,NEG,
C?m ?n các b?n vì s? nhi?t tình.,POS,
Shop ph?c v? r?t kém m báo size m l?i g?i sz s nt v?i shop mà ko tr? l?i.m ?ành b? xó cái qu?n vì ko ních v?a.,NEG,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh,v?i dày d?n,r?t ??p.",POS,
hàng ch?t l??ng ?? cx r?t oke.,POS,
Hình in rõ thêu c?ng khá ??p.,POS,
C? mà v?n ok.,POS,
M?i t?i c? L mà ng?n quá.,NEU,
K hài lòng.,NEG,
Nên check size k? v?i ch? shop ?? có ?c c? v?a ý.,POS,
Hàng gi?ng hình.,POS,
V?i giá này hàng r?t t?t.,POS,
Ch?t l??ng ?úng v?i giá thành.,POS,
S?n phâm c?ng ???c.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
"Áo ??p y hình, giá quá t?t.",POS,
Giày d? th??ng quá ???.,POS,
Ch?t thì ?c.,POS,
N ma v?n cho shop 5sao.,POS,
Có khi ph?i mua thêm cái n?a ...,POS,
Tuy?t v?i shop ?i.,POS,
Hàng ??p y hình ????????.,POS,
Giá ti?n so v?i ch?t l??ng t?t h?n r?t nhiêgu.,NEU,
Ch?t v?i ch?a ??p l?m nh?ng dù s nh? th? là h?p v?i giâ ti?n r?i.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ..?óng gói s?n ph?m r?t ??p và ch?c ch?n..r? mà ch?t.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
S?p xinh + m?m ??.,POS,
Ko c?n bàn phím.,NEU,
Ch?t oki nh?ng dáng áo h?i chán ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Time giao hàng nhanh.!,NEU,
Gói hàng h?t h?n.,NEG,
Mình m?c size 27 mà l?y size 28 v?n khong v?a.,NEG,
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i.,NEU,
X?p lép ko gi?ng nh? hình s?n ph?m.,NEU,
Ch?t l??ng quá t?t so v?i giá ti?n.,POS,
di?t ki?n r?t t?t !!!!,POS,
V?i ??p ?????.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i áo ??p l?m shop nha.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
Nh?ng shop giao hàng còn ch?a chính xác size l?m.,NEU,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,
???ng may ??p.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n V?i co giãn t?t, qu?n ôm sát, form ??p, ?i?m c?ng to b? là shop có b?ng ch?n size theo s? ?o vòng nên l?a ch?n chu?n xác h?n là ch? d?a vào cân n?ng và chi?u cao.",POS,
Th?i gian giao hàng r?t nhanh ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n Shop ph?c v? r?t t?t.,POS,
"Qu?n ch?t m?m m?n, nh?ng ??ng ng?n ?áp b?ng c?ng ng?n m?c hay b? tu?t :(( may mua 1 cái m?c th?, ch?c k m?c ?c nhi?u.",POS,
R?t ??p ?.,POS,
Nh?ng giá ch? 65k thì quá okie r.,POS,
M?i sài ch?a bi?t th? nào.,POS,
T?i em mình ? Hand có b? Inisfree g?i v? v?n ?ang dùng d? nên ch?a dùng.,POS,
"Hàng ch?t ??p, mát, ch?c ch?n, gi?ng y ?nh.",POS,
S? d?ng r?t thích.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.,POS,
Chân vay 3 t?ng thì v?a ch? chân vay karo ch?t.,NEU,
Áo ?en shop giao xanh ?en.,NEU,
"size XL ma 52 kg mac k vua,chat qua.",NEG,
"Áo r?ng rãi nh?ng m?ng h?n mình ngh?, ch?t ki?u nh? kaki pha nylon.",POS,
Thank shop.,POS,
Ch?t l??ng s?n ph?m t?m ???c.,NEU,
"?ng ý shop g?i hàng ?úng m?u, ch?t l??ng t?t so vs giá nè, m?i t?i h?t m?u mình ?ng ??ph?i l?a m?u khác trong ib.",POS,
Giao sai màu.,POS,
"Shop g?i nh?m m?u cho mình, hàng ok ak.",NEU,
"Áo ??p quá shop ?i mình r?t thích, ch?t v?i r?t ok.",POS,
Vai dc.,POS,
Ch?t l??ng s?n ph?m t?m ???c V?i h?i m?ng.,POS,
Chat.l??ng t?t...nh?ng ?ng tay hoi r?ng ko dc bó...,NEU,
Ch?t l??ng s?n ph?m tuy?tv?i dep dong goi chac chan.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
Ki?m tra hàng k? trc khi g?i.,POS,
Ch?t l??ng tuy?t v?i.,POS,
Th?i gian giao hàng r?t nhanh Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,
??i mi?t r?t cu?c giao nh?m s?n ph?m khác cho mình.,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i.l?n sau s? ?ng h? ti?p.,POS,
Mình r?t thích .. ch?t áo v?a ti?n.,POS,
Ch?t t?m ?c phù h?p vs giá ti?n.mình ?ã d?n shop là g?i ?úng màu cho mình mà shop l?i g?i cho m 2 cái màu gi?ng nhau??.,POS,
Ch?t li?u l?n này k ??p nh? l?n trc.,NEU,
"Qu?n x?u không ??p khônh gi?ng hình- tuy nhiên ?ã hoàn l?i ???c ti?n, Ch?t l??ng s?n ph?m r?t kém.",NEG,
Ch?t l??ng s?n ph?m v?a v?i giá ti?n.,POS,
Ch?t l??ng sp t?m ???c.,NEU,
Giá c? h?p lí.,POS,
50 kg m?c size M khá ôm.,POS,
Hình in ngoài sau h?i nh?t Shop ph?c v? khá t?t Th?i gian giao hàng nhanh.,NEU,
"Ch?t v?i ??p, gi?ng hình, nh?ng form h?i r?ng so v?i size.",NEU,
"Chip ch?t l??ng, ??p t? màu s?c, h?c ti?t ??n ch?t cotton nhé.",POS,
Form ??p.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
Loveeeeee ??.,POS,
"gi?ng ?nh, ch?t ??p, giao hàng nhanh.",POS,
"Ch?t m?n, mát, m?i t?i ch?t này d? b? nh?n, nói chung là phù h?p giá ti?n.",NEG,
"Ch?t l??ng s?n ph?m r?t kém ,áo ?en giao b? rách 1 l?.",NEG,
"ch?t v?i ??p, t? v?n chu?n size Th?i gian giao hàng r?t nhanh.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
V?i ?n mà R?ng quá m?c ko ?c ??????.,NEU,
Th?t ko bi?t nói sao khi ??a áo cho cô ??ng nghi?p h?n 50 tu?i.,NEU,
Không cho vào và kéo ra ???c.,NEU,
Ch?t ??p phom to tho?i mái giá h?p lý.,POS,
Giá ti?n quá r?.,POS,
Thích nh?t là ph?n eo.,POS,
b?o siri L g?i siri M.,NEG,
Cám ?n shop nhi?u nhé.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i......có quà t?ng kèm n?a ? .....yêu quá ??.,POS,
Thanks shop nhé.,POS,
Hàng ??p y hình r?ng rãi tho?i m?i s? ?ng h? nua.,NEG,
Áo b? rách nách.,POS,
Áo ??p quá.,POS,
??????.,NEG,
Ch? ch? t? v?n nhi?t tình.,POS,
À riêng ch?m sóc khách hàng thì ph?i cho c ch? shop 1 t? ??????????????.,POS,
Ko có time nên ko ch?p hình ?c.,NEU,
Máy ch?p r?t ok.,POS,
Mình thì thích h?i r?ng. ??.,NEU,
"Không bi?t gi?t có b? phai không nh?ng v? c? b?n mình r?t ?ng, sau có d?p s? ?ng h? shop ti?p.",POS,
Mình r?t ?m mà còn m?c size 34 k v?a.,NEU,
Dây n?t ng?c trong su?t rách ko dùng ?c 1 l?n nào.,NEG,
Shop ship nh?m màu nh?ng cho ship l?i ?úng màu luôn mà mình còn ?ang gi? h? shop b? nh?m.,NEU,
Hàng ??p ch?t l??ng kém b? vào nc.,NEG,
?áng mua ??y mn.,POS,
t?t v?i th?a và mau giãn ...,NEG,
Ch?t v?i ??p.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i, r? và ??p.",POS,
R?t hài lòng.,POS,
Hang dep Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i, ok.",POS,
Cho ?? màu.,POS,
Mình m?c m?u ý c?ng ?c.,POS,
"Shop nên cho ch?n size,vì ??t mua xog thì shop ??a size nh? nên không v?a.",NEG,
S? theo shop dài dài.,POS,
"T?i ??t sáng có, quá nhanh quá t? m?.",NEG,
dây ?eo h?i ng?n .,NEU,
"Tuy v?y nh?ng màu này m?c c?ng ?ng, v?i ?ng luôn vì m?n, d?ng gi?ng voan cát nên k nh?n.",POS,
Giao hàng ch?a ?úng yêu c?u màu s?c.,NEU,
"Ch?t v?i r?t x?u k gi?ng ch?t v?i qu?n xám dày d?n, m?c lên m?ng dính ng?a ngáy thô ráp r?t khó ch?u.",NEG,
Hàng gi?ng hình.,POS,
V?i ch?t l??ng ok.ch? ch? shop nhi?t tình.,POS,
Ha?ng ?e?p m??c du? tâ?m ma?c ?? sau ga?y co? h?i to nh?ng ko sao.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.!,POS,
Áo y hình.,POS,
?óng gói s?n ph?m ch?c ch?n ?áng ??ng ti?n Ch?t l??ng s?n ph?m t?t.,POS,
"hàng x?u t?,mình h?u nh? không chê trách ai bao gi? nh?ng shop làm vi?c v?y là r?t b?y,áo nh? là gi? lau nhà v?y...",NEG,
"M?c nh?, v?i ko tr?n k bóng nh? m ngh?.",POS,
Quá r?ng.,NEG,
"Th?i gian giao hàng nhanh. dáng áo ok nh?ng nhão, ch?m ?âu c?ng bj rút s?i.",NEU,
H?i r?ng ?? t?i b?u l?n m?c v?n ok.,POS,
T?ng sinh nh?t b?n mình r?t thik!,POS,
V?i giá ti?n nh? v?y sp t?m ?n.v?i ??p nh?ng mình m?c h?i ch?t.,POS,
Sop làm ?n k uy tín.,NEG,
V?i ??p.,POS,
"Còn l?i ch?t ??p, khá ?ng ý.",POS,
Th?i gian giao hàng r?t nhanh.,POS,
"Th?i gian giao hàng ch?m , ch?t l??ng sp t?m ???c .",NEU,
"Th?i gian giao hàng r?t nhanh, qu?n b? l?i nh?ng mình ch? ??ng mang s?a cho nhanh.",POS,
Ch?t l??ng s?n ph?m t?t m?m r?t ok.,POS,
Ch?t l??ng s?n ph?m t?m ???c.,POS,
Hình m?u lông bên trong màu ?en mà g?i lông màu tr?ng cho khách.,NEU,
"Áo nhi?u ch? th?a, ?? hoàn thi?n kém, v?i m?ng,mong shop c?i thi?n ch?t l??ng s?n ph?m :( R?t ?áng ti?n.",POS,
"?ã h?y xanh ng?c l?y màu ghi nh?ng shop giao màu xanh ng?c c?ng r?t ?ng, màu rêu ??m c?ng khá ok.",POS,
Th?i gian giao hàng quá ch?m bên v?n chuy?n chua hen khach ma bao khach h?n ?iêu toa.,NEG,
"S?n ph?m r?t ??p, chúc shop bán ??t.",POS,
"?? bám không cao, shop cho mình cái túi th?t s? không cho th?m vào ?c.",NEU,
Shop r?t nhi?t tình.,POS,
Gi?ng hình 90% r?i.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
S?n ph?m h?i l?i nh?ng ch?t l??ng t?t.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.shop nhi?t tình d? th??ng.,POS,
"Hàng mình yêu c?u là m?u ch?m bi thì h?t, shop t? ý giao m?u khác ko thèm h?i ý ki?n mình, lúc ??u còn không xin l?i vì t? ý ??i m?u, sau mình nói m?i xin l?i.",NEG,
??t mua nh?n thì l?i giao m?t s?i xích.,NEG,
_giày ??p l?m ?..nh?ng giao sai m?t màu...ci ch? shop nhi?t tình gi?i quy?t sai sót...?ã mua r?t nhi?u l?n và r?t ?ng ý...mong l?n sau ci ?? ý h?n trk khi giao ????.,POS,
Áo không nh? hình.,NEU,
?àn ??p l?m ?.,POS,
Váy ??p mà r?.,POS,
Mình ch?a dùng nh?ng nhìn h?p bé t?o à.,POS,
Áo gi?ng hình.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i , Shop ph?c v? r?t t?t ,th?i gian giao hàng r?t nhanh.",NEU,
V?i m?ng Ch?t l??ng s?n ph?m t?m ???c.,POS,
Áo ??p !,POS,
"Shop ph?c v? r?t t?t, nhi?t tình t? v?n.",POS,
T?m ?uóc.,NEU,
Shop ph?c v? khá t?t Nh?ng giao thi?u m?t cái khuy tròn cho mình ??.,NEU,
R?t hài lòng!.,POS,
Áo ko gi?ng trong hình ko có túi.,NEU,
HÀNG Y NH? HÌNH.,POS,
"Qu?n ??p, v?i dày d?n, mình 46kg ??t size M mà th?y ôm l?m ko bi?t vài b?a b?u to m?p lên m?c ???c ko n?a.",POS,
Có 1 b? b? rách shop kh?c ph?c l?i này nhé.,NEG,
